prompt,debate,model,debater,criterion,score
2,14,gemini,Debater 2,argumentation,8.333333333333334
2,14,gemini,Debater 2,coherence,8.333333333333334
2,14,gemini,Debater 2,engagement,8.666666666666666
2,14,gemini,Debater 2,mastery_of_the_topic,8.333333333333334
2,14,gemini,Debater 2,organization_and_clarity,8.166666666666666
2,14,gemini,Debater 2,persuasion,8.266666666666667
2,14,gemini,Debater 2,preparation,8.333333333333334
2,14,gemini,Debater 2,use_of_examples,8.666666666666666
2,14,gemini,Debater 3,adaptability,4.666666666666667
2,14,gemini,Debater 3,argumentation,4.933333333333334
2,14,gemini,Debater 3,coherence,5.0
2,14,gemini,Debater 3,engagement,4.0
2,14,gemini,Debater 3,mastery_of_the_topic,4.833333333333333
2,14,gemini,Debater 3,organization_and_clarity,5.0
2,14,gemini,Debater 3,persuasion,4.0
2,14,gemini,Debater 3,preparation,4.833333333333333
2,14,gemini,Debater 3,use_of_examples,4.166666666666667
2,14,gemini,Debater 4,adaptability,7.0
2,14,gemini,Debater 4,argumentation,7.333333333333333
2,14,gemini,Debater 4,coherence,7.0
2,14,gemini,Debater 4,engagement,6.5
2,14,gemini,Debater 4,mastery_of_the_topic,7.0
2,14,gemini,Debater 4,organization_and_clarity,7.166666666666667
2,14,gemini,Debater 4,persuasion,6.933333333333334
2,14,gemini,Debater 4,preparation,7.0
2,14,gemini,Debater 4,use_of_examples,7.5
2,14,gemini,Debater 5,adaptability,9.0
2,14,gemini,Debater 5,argumentation,8.866666666666667
2,14,gemini,Debater 5,coherence,8.866666666666667
2,14,gemini,Debater 5,engagement,9.0
2,14,gemini,Debater 5,mastery_of_the_topic,8.933333333333334
2,14,gemini,Debater 5,organization_and_clarity,8.5
2,14,gemini,Debater 5,persuasion,9.0
2,14,gemini,Debater 5,preparation,8.866666666666667
2,14,gemini,Debater 5,use_of_examples,9.0
2,14,gpt4o,Debater 1,adaptability,6.5
2,14,gpt4o,Debater 1,argumentation,7.0
2,14,gpt4o,Debater 1,coherence,7.0
2,14,gpt4o,Debater 1,engagement,6.8
2,14,gpt4o,Debater 1,mastery_of_the_topic,6.5
2,14,gpt4o,Debater 1,organization_and_clarity,6.5
2,14,gpt4o,Debater 1,persuasion,6.5
2,14,gpt4o,Debater 1,preparation,7.0
2,14,gpt4o,Debater 1,use_of_examples,6.0
2,14,gpt4o,Debater 2,adaptability,7.5
2,14,gpt4o,Debater 2,argumentation,7.5
2,14,gpt4o,Debater 2,coherence,7.5
2,14,gpt4o,Debater 2,engagement,7.5
2,14,gpt4o,Debater 2,mastery_of_the_topic,7.5
2,14,gpt4o,Debater 2,organization_and_clarity,7.5
2,14,gpt4o,Debater 2,persuasion,7.8
2,14,gpt4o,Debater 2,preparation,7.7
2,14,gpt4o,Debater 2,use_of_examples,7.0
2,14,gpt4o,Debater 3,adaptability,6.866666666666667
2,14,gpt4o,Debater 3,argumentation,7.0
2,14,gpt4o,Debater 3,coherence,7.0
2,14,gpt4o,Debater 3,engagement,6.5
2,14,gpt4o,Debater 3,mastery_of_the_topic,6.8
2,14,gpt4o,Debater 3,organization_and_clarity,7.0
2,14,gpt4o,Debater 3,persuasion,6.8
2,14,gpt4o,Debater 3,preparation,7.0
2,14,gpt4o,Debater 3,use_of_examples,6.5
2,14,gpt4o,Debater 4,adaptability,7.0
2,14,gpt4o,Debater 4,argumentation,7.5
2,14,gpt4o,Debater 4,coherence,7.5
2,14,gpt4o,Debater 4,engagement,7.066666666666666
2,14,gpt4o,Debater 4,mastery_of_the_topic,7.133333333333333
2,14,gpt4o,Debater 4,organization_and_clarity,7.0
2,14,gpt4o,Debater 4,persuasion,7.133333333333333
2,14,gpt4o,Debater 4,preparation,7.5
2,14,gpt4o,Debater 4,use_of_examples,7.0
2,14,gpt4o,Debater 5,adaptability,7.233333333333333
2,14,gpt4o,Debater 5,argumentation,7.6000000000000005
2,14,gpt4o,Debater 5,coherence,7.5
2,14,gpt4o,Debater 5,engagement,7.3999999999999995
2,14,gpt4o,Debater 5,mastery_of_the_topic,7.266666666666667
2,14,gpt4o,Debater 5,organization_and_clarity,7.5
2,14,gpt4o,Debater 5,persuasion,7.366666666666667
2,14,gpt4o,Debater 5,preparation,7.6000000000000005
2,14,gpt4o,Debater 5,use_of_examples,7.166666666666667
2,16,claude,Debater 1,adaptability,4.0
2,16,claude,Debater 1,argumentation,5.0
2,16,claude,Debater 1,coherence,6.0
2,16,claude,Debater 1,engagement,3.0
2,16,claude,Debater 1,mastery_of_the_topic,5.5
2,16,claude,Debater 1,organization_and_clarity,5.5
2,16,claude,Debater 1,persuasion,4.5
2,16,claude,Debater 1,preparation,5.0
2,16,claude,Debater 1,use_of_examples,3.5
2,16,claude,Debater 2,adaptability,5.833333333333333
2,16,claude,Debater 2,argumentation,5.5
2,16,claude,Debater 2,coherence,5.5
2,16,claude,Debater 2,engagement,6.166666666666667
2,16,claude,Debater 2,mastery_of_the_topic,5.5
2,16,claude,Debater 2,organization_and_clarity,5.5
2,16,claude,Debater 2,persuasion,5.0
2,16,claude,Debater 2,preparation,5.166666666666667
2,16,claude,Debater 2,use_of_examples,6.5
2,16,claude,Debater 3,adaptability,7.5
2,16,claude,Debater 3,argumentation,7.333333333333333
2,16,claude,Debater 3,coherence,6.833333333333333
2,16,claude,Debater 3,engagement,8.333333333333334
2,16,claude,Debater 3,mastery_of_the_topic,7.0
2,16,claude,Debater 3,organization_and_clarity,6.833333333333333
2,16,claude,Debater 3,persuasion,6.833333333333333
2,16,claude,Debater 3,preparation,6.333333333333333
2,16,claude,Debater 3,use_of_examples,7.0
2,16,claude,Debater 4,adaptability,3.3333333333333335
2,16,claude,Debater 4,argumentation,4.0
2,16,claude,Debater 4,coherence,5.166666666666667
2,16,claude,Debater 4,engagement,2.8333333333333335
2,16,claude,Debater 4,mastery_of_the_topic,4.666666666666667
2,16,claude,Debater 4,organization_and_clarity,4.666666666666667
2,16,claude,Debater 4,persuasion,3.5
2,16,claude,Debater 4,preparation,4.166666666666667
2,16,claude,Debater 4,use_of_examples,2.3333333333333335
2,16,claude,Debater 5,adaptability,4.166666666666667
2,16,claude,Debater 5,argumentation,6.166666666666667
2,16,claude,Debater 5,coherence,6.5
2,16,claude,Debater 5,engagement,3.6666666666666665
2,16,claude,Debater 5,mastery_of_the_topic,6.333333333333333
2,16,claude,Debater 5,organization_and_clarity,6.166666666666667
2,16,claude,Debater 5,persuasion,5.666666666666667
2,16,claude,Debater 5,preparation,5.833333333333333
2,16,claude,Debater 5,use_of_examples,4.333333333333333
2,16,gemini,Debater 1,adaptability,7.0
2,16,gemini,Debater 1,argumentation,8.5
2,16,gemini,Debater 1,coherence,8.0
2,16,gemini,Debater 1,engagement,7.0
2,16,gemini,Debater 1,mastery_of_the_topic,8.2
2,16,gemini,Debater 1,organization_and_clarity,8.0
2,16,gemini,Debater 1,persuasion,7.8
2,16,gemini,Debater 1,preparation,8.0
2,16,gemini,Debater 1,use_of_examples,8.5
2,16,gemini,Debater 2,adaptability,8.0
2,16,gemini,Debater 2,argumentation,8.5
2,16,gemini,Debater 2,coherence,8.3
2,16,gemini,Debater 2,engagement,8.5
2,16,gemini,Debater 2,mastery_of_the_topic,8.5
2,16,gemini,Debater 2,organization_and_clarity,8.0
2,16,gemini,Debater 2,persuasion,8.2
2,16,gemini,Debater 2,preparation,8.0
2,16,gemini,Debater 2,use_of_examples,9.0
2,16,gemini,Debater 3,adaptability,8.5
2,16,gemini,Debater 3,argumentation,8.0
2,16,gemini,Debater 3,coherence,8.0
2,16,gemini,Debater 3,engagement,9.0
2,16,gemini,Debater 3,mastery_of_the_topic,8.0
2,16,gemini,Debater 3,organization_and_clarity,8.0
2,16,gemini,Debater 3,persuasion,8.5
2,16,gemini,Debater 3,preparation,8.0
2,16,gemini,Debater 3,use_of_examples,7.5
2,16,gemini,Debater 4,adaptability,6.5
2,16,gemini,Debater 4,argumentation,7.0
2,16,gemini,Debater 4,coherence,7.5
2,16,gemini,Debater 4,engagement,6.5
2,16,gemini,Debater 4,mastery_of_the_topic,7.0
2,16,gemini,Debater 4,organization_and_clarity,7.5
2,16,gemini,Debater 4,persuasion,6.8
2,16,gemini,Debater 4,preparation,7.0
2,16,gemini,Debater 4,use_of_examples,6.0
2,16,gemini,Debater 5,adaptability,7.0
2,16,gemini,Debater 5,argumentation,9.0
2,16,gemini,Debater 5,coherence,8.8
2,16,gemini,Debater 5,engagement,7.0
2,16,gemini,Debater 5,mastery_of_the_topic,9.0
2,16,gemini,Debater 5,organization_and_clarity,8.5
2,16,gemini,Debater 5,persuasion,8.8
2,16,gemini,Debater 5,preparation,8.5
2,16,gemini,Debater 5,use_of_examples,8.0
2,16,gpt4o,Debater 1,adaptability,7.166666666666667
2,16,gpt4o,Debater 1,argumentation,7.666666666666667
2,16,gpt4o,Debater 1,coherence,7.5
2,16,gpt4o,Debater 1,engagement,7.6000000000000005
2,16,gpt4o,Debater 1,mastery_of_the_topic,7.666666666666667
2,16,gpt4o,Debater 1,organization_and_clarity,7.166666666666667
2,16,gpt4o,Debater 1,persuasion,7.166666666666667
2,16,gpt4o,Debater 1,preparation,8.0
2,16,gpt4o,Debater 1,use_of_examples,6.666666666666667
2,16,gpt4o,Debater 2,adaptability,7.5
2,16,gpt4o,Debater 2,argumentation,7.833333333333333
2,16,gpt4o,Debater 2,coherence,7.833333333333333
2,16,gpt4o,Debater 2,engagement,7.933333333333334
2,16,gpt4o,Debater 2,mastery_of_the_topic,7.333333333333333
2,16,gpt4o,Debater 2,organization_and_clarity,7.333333333333333
2,16,gpt4o,Debater 2,persuasion,7.533333333333334
2,16,gpt4o,Debater 2,preparation,7.833333333333333
2,16,gpt4o,Debater 2,use_of_examples,7.5
2,16,gpt4o,Debater 3,adaptability,8.0
2,16,gpt4o,Debater 3,argumentation,8.5
2,16,gpt4o,Debater 3,coherence,8.166666666666666
2,16,gpt4o,Debater 3,engagement,8.5
2,16,gpt4o,Debater 3,mastery_of_the_topic,8.0
2,16,gpt4o,Debater 3,organization_and_clarity,8.0
2,16,gpt4o,Debater 3,persuasion,8.0
2,16,gpt4o,Debater 3,preparation,8.333333333333334
2,16,gpt4o,Debater 3,use_of_examples,7.5
2,16,gpt4o,Debater 4,adaptability,7.0
2,16,gpt4o,Debater 4,argumentation,7.0
2,16,gpt4o,Debater 4,coherence,7.5
2,16,gpt4o,Debater 4,engagement,7.166666666666667
2,16,gpt4o,Debater 4,mastery_of_the_topic,7.0
2,16,gpt4o,Debater 4,organization_and_clarity,7.0
2,16,gpt4o,Debater 4,persuasion,7.0
2,16,gpt4o,Debater 4,preparation,7.5
2,16,gpt4o,Debater 4,use_of_examples,6.5
2,16,gpt4o,Debater 5,adaptability,7.5
2,16,gpt4o,Debater 5,argumentation,7.833333333333333
2,16,gpt4o,Debater 5,coherence,7.666666666666667
2,16,gpt4o,Debater 5,engagement,7.6000000000000005
2,16,gpt4o,Debater 5,mastery_of_the_topic,7.5
2,16,gpt4o,Debater 5,organization_and_clarity,7.5
2,16,gpt4o,Debater 5,persuasion,7.5
2,16,gpt4o,Debater 5,preparation,8.0
2,16,gpt4o,Debater 5,use_of_examples,7.166666666666667
2,17,claude,Debater 1,adaptability,7.0
2,17,claude,Debater 1,argumentation,7.5
2,17,claude,Debater 1,coherence,7.5
2,17,claude,Debater 1,engagement,7.5
2,17,claude,Debater 1,mastery_of_the_topic,7.5
2,17,claude,Debater 1,organization_and_clarity,7.5
2,17,claude,Debater 1,persuasion,7.0
2,17,claude,Debater 1,preparation,7.0
2,17,claude,Debater 1,use_of_examples,6.5
2,17,claude,Debater 2,adaptability,7.666666666666667
2,17,claude,Debater 2,argumentation,8.0
2,17,claude,Debater 2,coherence,8.0
2,17,claude,Debater 2,engagement,8.833333333333334
2,17,claude,Debater 2,mastery_of_the_topic,8.0
2,17,claude,Debater 2,organization_and_clarity,8.0
2,17,claude,Debater 2,persuasion,8.333333333333334
2,17,claude,Debater 2,preparation,7.666666666666667
2,17,claude,Debater 2,use_of_examples,8.833333333333334
2,17,claude,Debater 3,adaptability,7.0
2,17,claude,Debater 3,argumentation,7.0
2,17,claude,Debater 3,coherence,7.333333333333333
2,17,claude,Debater 3,engagement,6.5
2,17,claude,Debater 3,mastery_of_the_topic,7.166666666666667
2,17,claude,Debater 3,organization_and_clarity,6.5
2,17,claude,Debater 3,persuasion,6.5
2,17,claude,Debater 3,preparation,6.5
2,17,claude,Debater 3,use_of_examples,6.0
2,17,claude,Debater 4,adaptability,7.5
2,17,claude,Debater 4,argumentation,7.5
2,17,claude,Debater 4,coherence,7.666666666666667
2,17,claude,Debater 4,engagement,8.166666666666666
2,17,claude,Debater 4,mastery_of_the_topic,7.333333333333333
2,17,claude,Debater 4,organization_and_clarity,7.5
2,17,claude,Debater 4,persuasion,7.333333333333333
2,17,claude,Debater 4,preparation,7.0
2,17,claude,Debater 4,use_of_examples,7.166666666666667
2,17,gemini,Debater 1,adaptability,8.466666666666667
2,17,gemini,Debater 1,argumentation,8.933333333333334
2,17,gemini,Debater 1,coherence,8.833333333333334
2,17,gemini,Debater 1,engagement,8.700000000000001
2,17,gemini,Debater 1,mastery_of_the_topic,9.0
2,17,gemini,Debater 1,organization_and_clarity,8.666666666666666
2,17,gemini,Debater 1,persuasion,8.4
2,17,gemini,Debater 1,preparation,8.9
2,17,gemini,Debater 1,use_of_examples,8.166666666666666
2,17,gemini,Debater 2,adaptability,8.5
2,17,gemini,Debater 2,argumentation,8.533333333333333
2,17,gemini,Debater 2,coherence,8.266666666666667
2,17,gemini,Debater 2,engagement,9.333333333333334
2,17,gemini,Debater 2,mastery_of_the_topic,8.700000000000001
2,17,gemini,Debater 2,organization_and_clarity,7.833333333333333
2,17,gemini,Debater 2,persuasion,8.933333333333334
2,17,gemini,Debater 2,preparation,8.7
2,17,gemini,Debater 2,use_of_examples,9.333333333333334
2,17,gemini,Debater 3,adaptability,7.966666666666666
2,17,gemini,Debater 3,argumentation,8.833333333333334
2,17,gemini,Debater 3,coherence,8.533333333333333
2,17,gemini,Debater 3,engagement,8.133333333333333
2,17,gemini,Debater 3,mastery_of_the_topic,8.633333333333335
2,17,gemini,Debater 3,organization_and_clarity,8.333333333333334
2,17,gemini,Debater 3,persuasion,8.266666666666667
2,17,gemini,Debater 3,preparation,8.533333333333333
2,17,gemini,Debater 3,use_of_examples,8.0
2,17,gemini,Debater 4,adaptability,8.266666666666667
2,17,gemini,Debater 4,argumentation,8.4
2,17,gemini,Debater 4,coherence,8.333333333333334
2,17,gemini,Debater 4,engagement,8.5
2,17,gemini,Debater 4,mastery_of_the_topic,8.366666666666667
2,17,gemini,Debater 4,organization_and_clarity,8.266666666666667
2,17,gemini,Debater 4,persuasion,8.166666666666666
2,17,gemini,Debater 4,preparation,8.5
2,17,gemini,Debater 4,use_of_examples,8.5
2,17,gpt4o,Debater 1,adaptability,8.0
2,17,gpt4o,Debater 1,argumentation,8.5
2,17,gpt4o,Debater 1,coherence,8.4
2,17,gpt4o,Debater 1,engagement,8.433333333333334
2,17,gpt4o,Debater 1,mastery_of_the_topic,8.166666666666666
2,17,gpt4o,Debater 1,organization_and_clarity,8.0
2,17,gpt4o,Debater 1,persuasion,8.0
2,17,gpt4o,Debater 1,preparation,8.5
2,17,gpt4o,Debater 1,use_of_examples,7.5
2,17,gpt4o,Debater 2,adaptability,7.8
2,17,gpt4o,Debater 2,argumentation,8.2
2,17,gpt4o,Debater 2,coherence,8.2
2,17,gpt4o,Debater 2,engagement,8.5
2,17,gpt4o,Debater 2,mastery_of_the_topic,7.866666666666667
2,17,gpt4o,Debater 2,organization_and_clarity,7.8
2,17,gpt4o,Debater 2,persuasion,8.0
2,17,gpt4o,Debater 2,preparation,8.0
2,17,gpt4o,Debater 2,use_of_examples,8.0
2,17,gpt4o,Debater 3,adaptability,7.5
2,17,gpt4o,Debater 3,argumentation,8.0
2,17,gpt4o,Debater 3,coherence,8.0
2,17,gpt4o,Debater 3,engagement,7.966666666666666
2,17,gpt4o,Debater 3,mastery_of_the_topic,7.7
2,17,gpt4o,Debater 3,organization_and_clarity,7.5
2,17,gpt4o,Debater 3,persuasion,7.8
2,17,gpt4o,Debater 3,preparation,8.0
2,17,gpt4o,Debater 3,use_of_examples,7.333333333333333
2,17,gpt4o,Debater 4,adaptability,7.8
2,17,gpt4o,Debater 4,argumentation,8.0
2,17,gpt4o,Debater 4,coherence,8.0
2,17,gpt4o,Debater 4,engagement,8.133333333333333
2,17,gpt4o,Debater 4,mastery_of_the_topic,7.8
2,17,gpt4o,Debater 4,organization_and_clarity,7.8
2,17,gpt4o,Debater 4,persuasion,7.933333333333334
2,17,gpt4o,Debater 4,preparation,8.0
2,17,gpt4o,Debater 4,use_of_examples,7.6000000000000005
2,18,claude,Debater 1,adaptability,7.5
2,18,claude,Debater 1,argumentation,8.0
2,18,claude,Debater 1,coherence,7.5
2,18,claude,Debater 1,engagement,8.5
2,18,claude,Debater 1,mastery_of_the_topic,8.0
2,18,claude,Debater 1,organization_and_clarity,7.5
2,18,claude,Debater 1,persuasion,7.5
2,18,claude,Debater 1,preparation,7.5
2,18,claude,Debater 1,use_of_examples,8.5
2,18,claude,Debater 2,adaptability,8.166666666666666
2,18,claude,Debater 2,argumentation,7.833333333333333
2,18,claude,Debater 2,coherence,7.666666666666667
2,18,claude,Debater 2,engagement,8.666666666666666
2,18,claude,Debater 2,mastery_of_the_topic,7.666666666666667
2,18,claude,Debater 2,organization_and_clarity,7.333333333333333
2,18,claude,Debater 2,persuasion,7.666666666666667
2,18,claude,Debater 2,preparation,7.166666666666667
2,18,claude,Debater 2,use_of_examples,7.833333333333333
2,18,claude,Debater 3,adaptability,8.666666666666666
2,18,claude,Debater 3,argumentation,8.666666666666666
2,18,claude,Debater 3,coherence,8.333333333333334
2,18,claude,Debater 3,engagement,8.333333333333334
2,18,claude,Debater 3,mastery_of_the_topic,8.5
2,18,claude,Debater 3,organization_and_clarity,8.5
2,18,claude,Debater 3,persuasion,8.166666666666666
2,18,claude,Debater 3,preparation,7.833333333333333
2,18,claude,Debater 3,use_of_examples,8.0
2,18,claude,Debater 4,adaptability,7.0
2,18,claude,Debater 4,argumentation,7.0
2,18,claude,Debater 4,coherence,7.0
2,18,claude,Debater 4,engagement,7.5
2,18,claude,Debater 4,mastery_of_the_topic,7.0
2,18,claude,Debater 4,organization_and_clarity,6.5
2,18,claude,Debater 4,persuasion,6.5
2,18,claude,Debater 4,preparation,6.5
2,18,claude,Debater 4,use_of_examples,6.0
2,18,gemini,Debater 1,adaptability,8.5
2,18,gemini,Debater 1,argumentation,9.0
2,18,gemini,Debater 1,coherence,9.0
2,18,gemini,Debater 1,engagement,8.8
2,18,gemini,Debater 1,mastery_of_the_topic,9.2
2,18,gemini,Debater 1,organization_and_clarity,8.5
2,18,gemini,Debater 1,persuasion,9.0
2,18,gemini,Debater 1,preparation,9.0
2,18,gemini,Debater 1,use_of_examples,9.5
2,18,gemini,Debater 2,adaptability,8.9
2,18,gemini,Debater 2,argumentation,8.8
2,18,gemini,Debater 2,coherence,8.6
2,18,gemini,Debater 2,engagement,9.2
2,18,gemini,Debater 2,mastery_of_the_topic,8.7
2,18,gemini,Debater 2,organization_and_clarity,8.0
2,18,gemini,Debater 2,persuasion,8.7
2,18,gemini,Debater 2,preparation,8.5
2,18,gemini,Debater 2,use_of_examples,8.5
2,18,gemini,Debater 3,adaptability,9.0
2,18,gemini,Debater 3,argumentation,9.0
2,18,gemini,Debater 3,coherence,9.2
2,18,gemini,Debater 3,engagement,8.7
2,18,gemini,Debater 3,mastery_of_the_topic,9.1
2,18,gemini,Debater 3,organization_and_clarity,8.8
2,18,gemini,Debater 3,persuasion,8.9
2,18,gemini,Debater 3,preparation,9.0
2,18,gemini,Debater 3,use_of_examples,8.5
2,18,gemini,Debater 4,adaptability,7.5
2,18,gemini,Debater 4,argumentation,7.8
2,18,gemini,Debater 4,coherence,7.599999999999999
2,18,gemini,Debater 4,engagement,8.0
2,18,gemini,Debater 4,mastery_of_the_topic,7.7
2,18,gemini,Debater 4,organization_and_clarity,7.5
2,18,gemini,Debater 4,persuasion,7.5
2,18,gemini,Debater 4,preparation,7.8
2,18,gemini,Debater 4,use_of_examples,7.0
2,18,gpt4o,Debater 1,adaptability,8.0
2,18,gpt4o,Debater 1,argumentation,8.0
2,18,gpt4o,Debater 1,coherence,8.333333333333334
2,18,gpt4o,Debater 1,engagement,8.5
2,18,gpt4o,Debater 1,mastery_of_the_topic,8.166666666666666
2,18,gpt4o,Debater 1,organization_and_clarity,8.0
2,18,gpt4o,Debater 1,persuasion,8.0
2,18,gpt4o,Debater 1,preparation,8.0
2,18,gpt4o,Debater 1,use_of_examples,8.5
2,18,gpt4o,Debater 2,adaptability,8.0
2,18,gpt4o,Debater 2,argumentation,8.0
2,18,gpt4o,Debater 2,coherence,8.0
2,18,gpt4o,Debater 2,engagement,8.166666666666666
2,18,gpt4o,Debater 2,mastery_of_the_topic,8.0
2,18,gpt4o,Debater 2,organization_and_clarity,7.5
2,18,gpt4o,Debater 2,persuasion,8.333333333333334
2,18,gpt4o,Debater 2,preparation,8.166666666666666
2,18,gpt4o,Debater 2,use_of_examples,8.0
2,18,gpt4o,Debater 3,adaptability,7.666666666666667
2,18,gpt4o,Debater 3,argumentation,8.166666666666666
2,18,gpt4o,Debater 3,coherence,7.833333333333333
2,18,gpt4o,Debater 3,engagement,8.0
2,18,gpt4o,Debater 3,mastery_of_the_topic,8.0
2,18,gpt4o,Debater 3,organization_and_clarity,7.666666666666667
2,18,gpt4o,Debater 3,persuasion,7.666666666666667
2,18,gpt4o,Debater 3,preparation,8.0
2,18,gpt4o,Debater 3,use_of_examples,7.666666666666667
2,18,gpt4o,Debater 4,adaptability,7.5
2,18,gpt4o,Debater 4,argumentation,7.666666666666667
2,18,gpt4o,Debater 4,coherence,7.5
2,18,gpt4o,Debater 4,engagement,7.666666666666667
2,18,gpt4o,Debater 4,mastery_of_the_topic,7.666666666666667
2,18,gpt4o,Debater 4,organization_and_clarity,7.166666666666667
2,18,gpt4o,Debater 4,persuasion,7.5
2,18,gpt4o,Debater 4,preparation,7.5
2,18,gpt4o,Debater 4,use_of_examples,7.166666666666667
4,1,claude,DEBATER1,adaptability_and_responsiveness,1.6666666666666667
4,1,claude,DEBATER1,argumentation_quality,2.0
4,1,claude,DEBATER1,coherence_quality,1.6666666666666667
4,1,claude,DEBATER1,engagement_level,2.6666666666666665
4,1,claude,DEBATER1,mastery_of_the_topic,0.3333333333333333
4,1,claude,DEBATER1,organization_and_clarity,3.0
4,1,claude,DEBATER1,persuasion_quality,0.0
4,1,claude,DEBATER1,preparation_level,0.3333333333333333
4,1,claude,DEBATER1,use_of_examples,3.0
4,1,claude,DEBATER2,adaptability_and_responsiveness,3.3333333333333335
